id,SQ1,SQ2,SQ3,SQ3_n2,SQ3_n3,SQ4,SQ5,SQ5_m2,SQ5_m3,SQ5_m4,SQ5_m5,SQ5_m6,SQ5_m7,SQ5_m8,SQ6,SQ7,SQ8,SQ8_n2,SQ8_n3,SQ11,SQ12,SQ13,SQ14_1,SQ14,SQ15,SQ15_m2,SQ15_m3,SQ15_m4,SQ15_m5,SQ15_m6,SQ15_m7,SQ15_m8,SQ15_m9,C1,C2,C3,C4,C4_m2,C4_m3,C5,C5_m2,C5_m3,C6,C6_m2,C6_m3,C6_m4,C6_m5,C6_m6,C6_m7,C6_m8,C7,C7_m2,C7_m3,C7_m4,C7_m5,C8,C8_n2,C8_n3,C8_n4,C8_n5,C9,C10,C11,C12,C13,C14,C14_m2,C14_m3,C14_m4,C14_m5,C14_m6,C15,C15_n2,C15_n3,C15_n4,B1,B2,B2_n2,B2_n3,B2_n4,B2_n5,A1,A1_m2,A1_m3,A1_m4,A1_m5,A1_m6,A1_m7,A1_m8,A1_m9,A1_m10,A1_m11,A1_m12,A1_m13,A1_m14,A2,A2_m2,A2_m3,A3,A3_m2,A3_m3,B3,B3_m2,B3_m3,B3_m4,B3_m5,B3_m6,B3_m7,B3_m8,B4,B4_n2,B4_n3,B4_n4,B4_n5,B4_n6,B4_n7,B4_n8,B5,B5_n2,B5_n3,B5_n4,B5_n5,B5_n6,B5_n7,B5_n8,B6,B6_m2,B6_m3,B6_m4,B6_m5,B6_n2,B6_n2_m2,B6_n2_m3,B6_n2_m4,B6_n2_m5,B6_n3,B6_n3_m2,B6_n3_m3,B6_n3_m4,B6_n3_m5,B6_n4,B6_n4_m2,B6_n4_m3,B6_n4_m4,B6_n4_m5,B6_n5,B6_n5_m2,B6_n5_m3,B6_n5_m4,B6_n5_m5,B6_n6,B6_n6_m2,B6_n6_m3,B6_n6_m4,B6_n6_m5,B6_n7,B6_n7_m2,B6_n7_m3,B6_n7_m4,B6_n7_m5,B6_n8,B6_n8_m2,B6_n8_m3,B6_n8_m4,B6_n8_m5,G1,G2,G2_m2,G2_m3,G2_m4,G2_m5,G2_m6,G2_m7,G2_m8,G2_m9,G2_m10,G2_m11,G2_m12,G2_m13,G2_m14,G3,G3_m2,G3_m3,G3_m4,G3_m5,G4,G4_n2,G4_n3,G4_n4,G4_n5,G5,G5_n2,G5_n3,G5_n4,G5_n5,D2,D2_m2,D2_m3,D2_m4,D2_m5,D3,D3_n2,D3_n3,D3_n4,D3_n5,D4,D4_m2,D4_m3,D4_m4,D4_m5,D5,D5_n2,D5_n3,D6,D6_m2,D6_m3,D6_m4,D6_m5,D7,D7_m2,D8,D8_m2,D8_m3,D8_m4,D8_m5,D9,D9_n2,D10,D10_m2,D10_m3,D11,D11_m2,D11_m3,D11_m4,D11_m5,D12,D12_n2,D13,D13_m2,D13_m3,D14,D14_m2,D14_m3,D14_m4,D14_m5,D14_n2,D14_n2_m2,D14_n2_m3,D14_n2_m4,D14_n2_m5,D14_n3,D14_n3_m2,D14_n3_m3,D14_n3_m4,D14_n3_m5,D14_n4,D14_n4_m2,D14_n4_m3,D14_n4_m4,D14_n4_m5,D14_n5,D14_n5_m2,D14_n5_m3,D14_n5_m4,D14_n5_m5,D14_n6,D14_n6_m2,D14_n6_m3,D14_n6_m4,D14_n6_m5,D14_n7,D14_n7_m2,D14_n7_m3,D14_n7_m4,D14_n7_m5,D14_n8,D14_n8_m2,D14_n8_m3,D14_n8_m4,D14_n8_m5,D14_n9,D14_n9_m2,D14_n9_m3,D14_n9_m4,D14_n9_m5,D14_n10,D14_n10_m2,D14_n10_m3,D14_n10_m4,D14_n10_m5,D14_n11,D14_n11_m2,D14_n11_m3,D14_n11_m4,D14_n11_m5,D14_n12,D14_n12_m2,D14_n12_m3,D14_n12_m4,D14_n12_m5,D14_n13,D14_n13_m2,D14_n13_m3,D14_n13_m4,D14_n13_m5,D15,D16,D16_n2,D17,D18,D19,D20,D21,D22,D23,D24,D24_m2,D24_m3,D24_m4,D24_m5,D25,D26,D26_n2,D26_n3,D26_n4,D27,E1,E2,E2_m2,E2_m3,E2_m4,E2_m5,E2_m6,E2_m7,E3,E3_m2,E3_m3,E3_m4,E3_m5,E3_m6,E3_m7,F1,F2,F2_m2,F2_m3,F2_m4,F2_m5,F3,F3_n2,F3_n3,F3_n4,F3_n5,F4,Q1,Q1_m2,Q1_m3,Q1_m4,Q1_m5,Q1_m6,Q1_m7,Q2,Q2_n2,Q2_n3,Q2_n4,Q2_n5,Q2_n6,Q2_n7,Q3,Q4,Q5,Q6,Q7
14,1,3,29,2,1,2,8, , , , , , , ,4,2,2013,4,1,1,1,2,1,11,2,7,8, , , , , , ,1,5,7,1,8,4,1,8,2,2, , , , , , , ,2, , , , , ,1, , , ,1,2, , , ,2, , , , , ,75,20,0,5,6,6,6,5,6,5,6, , , , , , , , , , , , , ,3,13,8,8,2,7,2,7,8, , , , , , ,3, , , , ,3,3, ,6, , , , ,6,7,41, , , , , , , , , ,7, , , , ,7, , , , ,42, , , , ,41, , , , , , , , , , , , , , ,2,9, , , , , , , , , , , , , ,1, , , , ,2, , , , ,9, , , , ,1, , , , ,5, , , , , , , , , , , , , , , , , ,1, ,12, , , , ,1,0,1, , , , , , , , , , , , ,101, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,100,0,2, , ,2, ,1,1, , , , , , ,4,6,6,5,6,5, , , , , , , ,1, , , , , , ,5,2, , , , ,2000000,2050000,2100000,2150000,2200000,1,9, , , , , , , , , , , , , ,2, , ,4,5
15,1,5,22,1,1,2,8, , , , , , , ,4,2,2013,2,1,3,1,4,1,9,1,7, , , , , , , ,1,4,5,1,8,3,1,8,3,2,3,4,5,7, , , ,2,4, , , , ,1, ,1, ,2,1,1,1000,2, , , , , , ,70,20,5,5,5,5,7,6,5, ,1,6,8,9,12, , , , , , , , , ,8,3,7,1,2,7,1,7, , , , , , ,6, , , , , ,3, ,6, , , , , ,5, , , , , , ,24, , , , ,24, , , , ,21, , , , ,42, , , , ,42, , , , , , , , , ,8, , , , ,1,6,12, , , , , , , , , , , , ,2,3, , , , ,1,1, , , ,4,3, , ,2,3, , , , ,7,5, , , , , , , ,90,5,5,8, , , , ,2,1,1, , , , ,1,30,1,8,4,3, , , , ,1,30,1,8, ,107, , , , , , , , , , , , , , ,9998, , , , , , , , , , , , , , , , , , , ,801, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,80,20,2, , ,1,3,1,2, , , , , , ,5,6,5,6,5,7, , , , , , , ,5, , , , , , ,2,6, , , , ,500,1000,1500,2000,2500,2,1,3,4, , , , ,30, ,10,20, , ,40,2, , ,9,5
17,1,2,51,7,2,2,8, , , , , , , ,4,3,2013,2,1,1,1,5,1,5,7, , , , , , , , ,1,3,4,8,2,1,2,8,1,1, , , , , , , ,3, , , , , , ,1, , ,2,3, , , , , , , , , ,80,10,0,10,6,6,6,6,5,4,1, , , , , , , , , , , , , ,8,10,3,7,8,3,7, , , , , , , , , , , , , ,3, , , , , , , ,5, ,12, , , , ,7, , , , ,8, , , , ,2, , , , ,8, , , , ,6, , , , , , , , , ,8, , , , ,3, , , , , , , , , , , , , , ,2, , , , , ,3, , , , , , , , ,2, , , , , ,4, , , ,2, , , , , , , , , , , , ,1,2,2, , , , ,1,0,1,5,6,3, , , , ,2,0,5,4,6,809, , , , , , , , , , , , , , ,412, , , , ,511, , , , ,601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,50,50,2, , ,2, ,1,2, , , , , , ,5,5,5,5,5,5, , , , , , , ,2, , , , , , ,5,1, , , , ,50000,50000,50000,50000,50000,1,2, , , , , , , ,10, , , , ,90,1,1,5,8,5
19,1,5,31,3,1,1,8, , , , , , , ,4,2,2013,5,1,1,1,5,1,5,1,2,3,4,5,6,7,8, ,1,4,6,2,5,8,3,8,1,1,2,3,4,5,6,7, ,2,3,4, , , ,1,1,1, ,2,1,2,10000,10, , , , , , ,50,30,10,10,5,4,6,5,6,5,1,2,3,4,5,6,7,8,9,10,11,12,13, ,8,6,3,2,1,7,1,2,3,4,5,6,7,8,3,4,3,3,4,4,3,3,3,4,3,3,2,3,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,3,4,5,6,7,8,9,10,11,12,13, ,1,2,3,4,5,1,1,1,1,1,3,3,3,3,3,1,2,3,4,5,2,3,3,2,3,2, , , , ,50,10,40,4, , , , ,1,2,6, , , , ,1,30,5,3,4,3, , , , ,2,30,4,8,3, , , , , , , , , , ,301, , , , ,820, , , , ,504, , , , , , , , , , , , , , ,805, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,70,30,1,2,1, , ,2,3,7, , , , ,2,3,4,3,2,5,5, , , , , , , ,1,2,3,4,5,6, ,5,1, , , , ,700,1300,2000,2500,3000,2,1,2,3,4,5,6, ,20,20,30,20,3,3,4,1,1,1,5,5
22,1,8,37,4,1,2,8, , , , , , , ,4,1,2013,6,1,1,1,4,1,9,2,7, , , , , , , ,1,7,7,8,1,10,5,4,8,3,5, , , , , , ,2, , , , , ,2, , , ,3,2, , , ,1,3, , , , ,65,10,5,20,4,4,4,4,4,4,8,10, , , , , , , , , , , , ,13,5,8,2,8,5,2,7, , , , , , , ,3, , , , ,3, , ,3, , , , ,4, ,12, , , , , , , , , ,21, , , , ,10, , , , ,21,22, , , ,9, , , , , , , , , ,21, , , , ,3, , , , , , , , , , , , , , ,1,3, , , ,3, ,3, , , , , , , ,1,3, , , ,4, ,4, , , , , , , ,100,0,0,1,5, , , ,3,1,2, , , , ,1,10,1,5,4,3, , , , ,1,20,1,4,5,107, , , , , , , , , , , , , , ,420, , , , ,520, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,80,20,1,7,1, , ,1,1, , , , , , ,2,4,4,4,4,5, , , , , , , ,1, , , , , , ,3,3, , , , ,10000,20000,30000,40000,50000,2,1,3, , , , , ,10, ,5, , , ,85,1,1,2,8,2
23,1,1,32,3,1,2,8, , , , , , , ,4,2,2013,8,1,1,1,5,1,5,1,3,4,7, , , , , ,1,4,4,6,1,5,1,5, ,3,4, , , , , , ,4, , , , , , , ,1, ,1,3, , , , , , , , , ,85,5,5,5,6,7,7,7,7,7,1,11, , , , , , , , , , , , ,16,10,6,2,7,1,1,3,4,7, , , , ,3, ,5,3, , ,3, ,4, ,4,4, , ,4, , , , , , ,8, , , , , , , , , , , , , , ,8, , , , ,8, , , , , , , , , ,8, , , , ,2,2,9,11, , , , , , , , , , , ,1,4, , , ,3, , ,3, , , , , , ,1,4, , , ,4, , ,3, , , , , , , , , , , , , , ,1,3,6, , , , ,1,0,3,1, ,3, , , , ,2,0,3,1, ,9998, , , , , , , , , ,310, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,80,20,1,1,1, , ,1,1, , , , , , ,4,4,4,4,3,3,4, , , , , , , , , , , , , ,3,1, , , , ,10000,8000,6000,3000,1200,1,1,4, , , , , ,80, , ,20, , ,0,1,2, ,4,7
24,1,1,27,2,1,2,8, , , , , , , ,4,1,2013,3,1,1,1,4,1,5,1,2,3,4,5,6,7,8, ,1,5,7,8,4,5,8,3,1,1,2,3,4,5,6,7, ,2,3,4, , , ,1,1,1, ,3,1,1,15000,10, , , , , , ,30,30,30,10,5,6,6,6,6,6,1,2,4,6, , , , , , , , , , ,3,12,16,5,1,2,1,2,3,4,5,6,7,8,5,5,6,6,6,5,5,5,6,6,7,7,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,5,9,11, , , , , , , , , ,1,2,3,4,5,1,3,3,1,1,3, , ,3,3,1,2,3,4,5,6,6,7,7,6, , , , , ,40,30,30,98, , , , ,1,2,6, , , , ,1,30,8,1,4,8, , , , ,2,0,1,8,4,102, , , , , , , , , , , , , , ,420, , , , , , , , , , , , , , , , , , , ,801, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,50,50,1,6,1, , ,2,2, , , , , , ,6,6,5,6,5,6, , , , , , , ,1,3,5, , , , ,5,1, , , , ,1000,2000,3000,4000,5000,2,1,2,3,4, , , ,30,20,30,10, , ,10,2, , ,4,7
26,1,1,50,7,2,2,8, , , , , , , ,4,2,2013,3,1,1,1,6,1,8,1,2,3,5,7,8, , , ,1,4,6,1,8,5,1,8,2,1,2,3,4,5,6,7, ,2, , , , , ,1, , , ,3,1,1,1000,10, , , , , , ,50,20,20,10,6,6,6,6,6,7,1,2,6,8,10,11,12, , , , , , , ,12,13,9,2,3,8,1,2,3,5,7,8, , ,4,5,4, ,4, ,4,5,5,6,6, ,6, ,6,6, , , , , , , , , , , , , , , ,3, , , , , , , , , ,24, , , , , , , , , , , , , , ,1,2,6,8,10,11, , , , , , , , , ,1,2,3,4,5,1,1,1,1,1,3,3,3,3,3,1,3,4, , ,6, ,6,6, , , , , , ,50,10,40,7, , , , ,3,2, , , , , , , , , , ,1,2, , , ,1,10,1,8,5,103, , , , , , , , , , , , , , , , , , , ,509, , , , , , , , , , , , , , ,811, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,100,0,1,8,2, , ,2,2, , , , , , ,6,6,5,6,6,6, , , , , , , ,2,3,4,5, , , ,5,6, , , , ,20000,30000,50000,70000,100000,2,1,2,3,4, , , ,20,10,15,10, , ,45,1,1,5,4,8
27,1,1,33,3,1,2,8, , , , , , , ,4,1,2013,4,1,1,1,4,1,5,1,2,3,4,5,6,7,8, ,1,5,6,8,1,5,1,8,3,1,2,3,4,5,6,7, ,2,3,4, , , ,1,1,1, ,3,1,1,10000,10, , , , , , ,40,20,20,20,6,5,6,5,6,6,1,2,4,6, , , , , , , , , , ,10,3,1,2,1,5,1,2,3,4,5,6,7,8,6,5,5,5,5,6,6,5,6,6,7,7,7,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,4,6, , , , , , , , , , , ,1,2,3,4,5,1,1,2,2,2,3,3,4,3,3,1,2,3,4,5,4,6,6,5,5, , , , , ,30,40,30,4, , , , ,1,2,4, , , , ,1,30,1,8,5,2, , , , ,2,0,8,1,5,105, , , , , , , , , , , , , , , , , , , ,502, , , , , , , , , , , , , , ,804, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,70,30,1,7,2, , ,1,2, , , , , , ,6,7,6,6,6,6, , , , , , , ,1,2,4, , , , ,4,3, , , , ,500,1000,1500,2000,2500,2,1,2,3,4,5, , ,20,20,20,20,10, ,10,2, , ,4,6
28,1,6,25,2,1,1,8, , , , , , , ,4,3,2013,5,1,1,1,4,1,5,2,7, , , , , , , ,1,5,7,8,1,2,1,8,2,1,2,3,5, , , , ,2,4, , , , ,1, ,1, ,3,1,1,700,5, , , , , , ,50,20,10,20,6,5,6,6,4,7,8,9,10,11,12, , , , , , , , , ,10,5,3,7,2,6,1,2,7, , , , , ,2,4, , , , ,4, ,3,5, , , , ,7, , , , , , , , , , , ,20, , , , ,3, , , , ,22, , , , ,22, , , , , , , , , ,8, , , , ,2,8,9, , , , , , , , , , , , ,1,2, , , ,2,3, , , ,9, , , , ,1,2, , , ,7,6, , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , ,3, , , , ,1,10,1,8,5,106, , , , , , , , , , , , , , , , , , , ,520, , , , , , , , , , , , , , ,813, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,100,0,2, , ,2, ,2,3,3, , , , ,1,4,6,5,3,6,6, , , , , , , ,1,3,4,5,6, , ,3,7, , , , ,10000,25000,40000,50000,70000,1,1,2,3,4, , , ,5,10,10,5, , ,70,2, , ,9,1
30,1,1,54,7,2,1,8, , , , , , , ,4,2,2013,3,1,1,1,3,1,3,1,3,7, , , , , , ,1,3,5,2,5,3,2,3,5,2, , , , , , , ,2, , , , , ,1, , , ,3,3, , , , , , , , , ,80,10,5,5,5,3,2,3,3,3,6, , , , , , , , , , , , , ,8,7,3,7,3,1,1,3,7, , , , , ,3, ,3, , , ,3, ,4, ,4, , , ,4, , , , , , ,21, , , , , , , , , ,2, , , , ,22, , , , ,42, , , , , , , , , ,11, , , , ,1,6, , , , , , , , , , , , , ,1, , , , ,1, , , , ,3, , , , ,1, , , , ,4, , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , ,3, , , , ,1,0,5, , , , , , , , , , , , , , , , , , , , , , ,503, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,50,50,2, , ,2, ,1,1, , , , , , ,4,4,4,4,4,4,4, , , , , , , , , , , , , ,2,11, , , , ,10000,20000,25000,30000,35000,3,9, , , , , , , , , , , , , ,1,1,5,4,6
31,1,1,28,2,1,1,8, , , , , , , ,4,2,2013,8,1,1,1,3,1,14,2,3,4,5,7, , , , ,1,4,3,1,3,4,4,1,8,2,4, , , , , , ,4, , , , , , , ,1, ,3,1,1,700,5, , , , , , ,30,30,20,20,5,3,6,5,5,4,6, , , , , , , , , , , , , ,13,12,3,2,7,3,2,3,4,5,7,8, , , ,6,4,5,5, ,3,6, ,6,4,2,5, ,6,7,24, , , , , , , , , , , , , , , , , , , , , , , , ,22, , , , , , , , , , , , , , ,1,1,6, , , , , , , , , , , , ,2,3, , , , ,1,3, , , ,3, , , ,3, , , , , , ,3, , , , , , , ,40,30,30,1, , , , ,1,3,6, , , , ,1,30,8,1,4,11, , , , ,1,20,1,8,4,102, , , , , , , , , , , , , , ,420, , , , , , , , , , , , , , , , , , , ,801, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,100,0,2, , ,2, ,1,1, , , , , , ,4,3,3,3,4,5, , , , , , , ,1,3, , , , , ,1,6, , , , ,20000,50000,60000,70000,100000,1,1,3, , , , , ,20, ,20, , , ,60,2, , ,4,4
32,1,3,25,2,1,2,8, , , , , , , ,3,2,2013,1,1,1,1,4,1,3,7, , , , , , , , ,1,6,7,8,1,12,1,8,3,2, , , , , , , ,2, , , , , ,1, , , ,2,3, , , , , , , , , ,90,5,0,5,5,5,6,5,4,4,6, , , , , , , , , , , , , ,12,13,7,2,7,8,7,8, , , , , , , , , , , , ,3,2, , , , , , ,4,5,8, , , , ,22, , , , ,22, , , , ,8, , , , ,22, , , , ,8, , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , ,1, , , , ,3, , , , , , , , , ,1, , , , ,5, , , , , , , , , , , , , , , , , ,2,1,6, , , , ,3,0,4, , ,1, , , , ,2,0,1, , ,801, , , , , , , , , , , , , , ,9998, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,90,10,1,3,1, , ,1,1, , , , , , ,4,4,4,4,4,5, , , , , , , ,5, , , , , , ,5,6, , , , ,30000,50000,70000,90000,100000,2,1,4, , , , , ,10, , ,10, , ,80,2, , ,4,2
33,1,8,31,3,1,2,8, , , , , , , ,3,2,2013,2,1,1,1,5,1,5,1,2,3,6,7,8, , , ,1,3,5,1,2,8,2,1,3,1,4, , , , , , ,4, , , , , , , ,2, ,2,1,2,1000,3, , , , , , ,60,30,5,5,7,7,7,7,7,4,1,9, , , , , , , , , , , , ,10,5,8,8,2,1,1,2,3,6,7,8, , ,6,5,3, , ,3,3,3,6,6,4, , ,3,3,5, , , , , , , , , , , , , , , ,16, , , , ,42, , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , ,1,2, , , ,3,3, , , , , , , , ,1,2, , , ,7,6, , , , , , , , , , , , , , , , ,1,3,2, , , , ,1,0,1,8,12,6, , , , ,1,30,10,1,8,113, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,801, , , , , , , , , ,1002,1003,1004,1005, , , , , , ,9998, , , , , , , , , ,2,40,60,2, , ,1,3,2,1, , , , , , ,4,5,5,6,4,3,2, , , , , , , , , , , , , ,3,6, , , , ,100,200,500,700,1000,3,1, , , , , , ,5, , , , , ,95,1,1,2,8,3
34,1,8,41,5,2,2,8, , , , , , , ,4,1,2013,4,1,1,1,4,1,8,2,7, , , , , , , ,2,3,5,8,1,5,8,1,5,1,6,7, , , , , ,2, , , , , ,1, , , ,1,3, , , , , , , , , ,80,10,0,10,7,7,7,7,7,7,1,6,11,12, , , , , , , , , , ,3,10,5,2,8,7,2,7,8, , , , , , ,6, , , , ,6,6, ,2, , , , ,2,2,98, , , , , , , , , ,98, , , , ,42, , , , ,22, , , , ,8, , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , ,5, , , , , , , , ,3, , , , , ,5, , , , , , , , ,6, , , , , , , , , , , , , ,1,2,1, , , , ,1,0,8,5,1,11, , , , ,1,0,8,5,4,120, , , , , , , , , , , , , , ,420, , , , ,503, , , , , , , , , , , , , , ,803, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,100,0,1,1,4, , ,1,2, , , , , , ,5,5,5,5,6,6, , , , , , , ,5, , , , , , ,3,6, , , , ,100000,200000,300000,300000,300000,1,3,4, , , , , , , ,90,5, , ,5,1,2, ,4,4
39,1,1,42,5,2,1,8, , , , , , , ,4,2,2013,2,1,1,1,5,1,5,1,2,3,4,5,7,8, , ,1,5,7,1,2,9,1,2,9,2,3,4,6, , , , ,2, , , , , ,1, , , ,2,1,1,7000,3, , , , , , ,80,10,5,5,6,7,6,6,6,6,1,6, , , , , , , , , , , , ,2,12,13,2,7,4,1,2,3,4,5,7,8, ,3,6,3,4,4, ,3,3,2,2,2,3,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , ,22, , , , , , , , , , , , , , ,1,1,8, , , , , , , , , , , , ,1,2,3,4, ,1,1,1,1, ,3,3,3,3, ,1,2,3, , ,2,2,3, , ,2, , , , ,100,0,0,1, , , , ,1, ,6, , , , ,1,0,9,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,420, , , , , , , , , , , , , , , , , , , , , , , , ,810, , , , , , , , , , , , , , , , , , , , , , , , ,3,100,0,1,8,1, , ,2,3,5, , , , ,2,5,5,6,6,6,6, , , , , , , ,1,6, , , , , ,5,98, , , , ,1000,2000,3000,4000,5000,1,1,2,3,4, , , ,5,5,5,5, , ,80,1,1,4,6,8
40,1,1,28,2,1,1,8, , , , , , , ,4,2,2013,2,1,1,1,5,1,9,2,3,4,7, , , , , ,1,6,6,2,3,8,3,2,4,2, , , , , , , ,2, , , , , ,1, , , ,1,1,1,1000,5, , , , , , ,50,20,20,10,4,3,5,5,7,6,2,4,7,9,12, , , , , , , , , ,10,13,2,5,2,3,2,3,4,7, , , , , ,5,3,4, , ,3, , ,4,3,5, , ,3, ,12, , , , , , , , , , , , , , , , , , , ,22, , , , ,22, , , , , , , , , ,44, , , , ,3, , , , , , , , , , , , , , ,2,5, , , , ,3, , ,3, , , , , ,5, , , , , , , , ,4, , , , , , , , , , , , , ,3,1,5, , , , ,1,20,1,8,4,3, , , , ,1,30,8,1,4,104, , , , , , , , , , , , , , ,404,405, , , , , , , , , , , , , , , , , , ,801,806, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,90,10,2, , ,2, ,1,1, , , , , , ,4,4,3,5,4,3,4, , , , , , , , , , , , , ,4,6, , , , ,1000,1500,2000,3000,3500,1,1,3,4, , , , ,20, ,10,20, , ,50,2, , ,4,8
41,1,7,37,4,1,1,8, , , , , , , ,4,2,2013,2,1,1,1,4,1,5,1,2,4,7, , , , , ,1,5,7,3,8,1,3,8,1,1,3,4, , , , , ,4, , , , , , , ,1, ,3,1,2,1000,8, , , , , , ,70,10,10,10,4,5,5,6,4,5,1,6,8, , , , , , , , , , , ,5,3,2,2,8,1,1,2,4,7, , , , ,3,5, ,4, , ,4, ,5,6, ,5, , ,5, , , , , , , , , , , ,42, , , , , , , , , ,22, , , , ,42, , , , , , , , , ,43, , , , ,3, , , , , , , , , , , , , , ,1,2,4, , ,3,3, ,3, , , , , , ,1, , , , ,5, , , , , , , , , , , , , , , , , ,2,1,98, , , , ,2,30,3,8, ,2, , , , ,2,30,1,8,3,104, , , , , , , , , ,301, , , , , , , , , , , , , , , , , , , , , , , , ,802, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,90,10,2, , ,2, ,1,3,2, , , , ,2,2,3,4,3,4,4,4,5, , , , , , , , , , , , ,5,1, , , , ,30000,40000,50000,70000,80000,1,1, , , , , , ,30, , , , , ,70,1,1,2,4,4
42,1,1,40,5,2,1,8, , , , , , , ,4,2,2013,8,1,1,1,5,1,11,1,2,3,4,5,6,7,8, ,1,4,5,5,2,1,3,5,4,1,2,3,5,6, , , ,2,3,4, , , ,2,1,1, ,3,1,1,2000,10, , , , , , ,40,20,10,30,6,4,5,7,6,6,1,2,8,12, , , , , , , , , , ,12,16,15,5,3,1,1,2,3,4,5,6,7,8,6,6,6,4,5,5,6,5,6,7,6,5,7,6,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,4,6,8,10,11, , , , , , , ,1,2,3,4,5,1,2,1,1,1,3,4,4,3,3,1,2,3,4,5,6,7,6,5,7, , , , , ,40,30,30,2, , , , ,1,2,3, , , , ,1,30,5,8,1,11, , , , ,1,30,5,1,2,108, , , , ,201, , , , , , , , , , , , , , ,506, , , , , , , , , , , , , , ,801, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,80,20,1,6,1, , ,1,3,8, , , , ,2,5,5,6,6,5,5, , , , , , , ,1,2,4,5, , , ,5,98, , , , ,700,1000,1300,1200,1100,1,1,2,3,4,5,6, ,20,20,10,20,10,10,10,1,1,3,4,4
43,1,2,46,6,2,1,8, , , , , , , ,4,2,2013,6,1,3,1,5,1,9,1,2,3,4,5,7,8, , ,1,4,4,2,5,1,2,1,5,1,2,3,4,7, , , ,4, , , , , , , ,1, ,3,1,2,3000,4, , , , , , ,70,20,2,8,6,5,6,5,1, ,6,8,10, , , , , , , , , , , ,1,5,13,2,8,7,1,2,3,4,5,7,8, ,4,4,3,3,3, ,3,4,1,1,2,1,4, ,5,6, , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , ,2,4, , , , ,3, ,3, , , , , , ,2, , , , , ,5, , , , , , , , , , , , , , , , ,3,1,8, , , , ,1,10,1,8,9,12,13, , , ,1,50,1,8,9,110, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,802, , , , ,903, , , , , , , , , , , , , , , , , , , , , , , , ,2,100,0,1,5,1, , ,1,3,4, , , , ,1,1,7,5,7,6,7, , , , , , , ,3,5,6,1, , , ,4,11, , , , ,500,750,1000,1200,1300,2,9, , , , , , , , , , , , , ,1,1,4,1,3
